obfuscated,deobfuscated
field_73066_T,entityIdMap
field_73067_Q,blockEventCache
field_73068_P,allPlayersSleeping
field_73069_S,bonusChestContent
field_73070_R,blockEventCacheIndex
field_73071_a,demoWorldSettings
field_73072_L,demoWorldSeed
field_73086_f,partiallyDestroyedBlockX
field_73087_g,partiallyDestroyedBlockY
field_73088_d,isDestroyingBlock
field_73089_e,initialDamage
field_73090_b,thisPlayerMP
field_73091_c,gameType
field_73092_a,theWorld
field_73094_o,durabilityRemainingOnBlock
field_73095_l,posY
field_73096_m,posZ
field_73097_j,receivedFinishDiggingPacket
field_73098_k,posX
field_73099_h,partiallyDestroyedBlockZ
field_73100_i,curblockDamage
field_73103_d,demoTimeExpired
field_73111_d,partialBlockZ
field_73112_e,partialBlockProgress
field_73113_b,partialBlockX
field_73114_c,partialBlockY
field_73115_a,miningPlayerEntId
field_73126_f,lastScaledZPosition
field_73127_g,lastYaw
field_73128_d,lastScaledXPosition
field_73129_e,lastScaledYPosition
field_73130_b,blocksDistanceThreshold
field_73131_c,updateFrequency
field_73132_a,myEntity
field_73133_n,playerEntitiesUpdated
field_73134_o,trackingPlayers
field_73135_l,motionZ
field_73136_m,ticks
field_73137_j,motionX
field_73138_k,motionY
field_73139_h,lastPitch
field_73140_i,lastHeadMotion
field_73141_v,ridingEntity
field_73142_u,ticksSinceLastForcedTeleport
field_73143_t,sendVelocityUpdates
field_73144_s,isDataInitialized
field_73145_r,posZ
field_73146_q,posY
field_73147_p,posX
field_73161_b,random
field_73163_a,worldObj
field_73167_f,noiseData3
field_73168_g,noiseData4
field_73169_d,noiseData1
field_73170_e,noiseData2
field_73171_b,netherNoiseGen7
field_73172_c,genNetherBridge
field_73173_a,netherNoiseGen6
field_73174_n,netherrackExculsivityNoiseGen
field_73175_o,worldObj
field_73176_l,netherNoiseGen3
field_73177_m,slowsandGravelNoiseGen
field_73178_j,netherNoiseGen1
field_73179_k,netherNoiseGen2
field_73180_h,noiseData5
field_73181_i,hellRNG
field_73182_t,netherCaveGenerator
field_73183_s,netherrackExclusivityNoise
field_73184_r,gravelNoise
field_73185_q,slowsandNoise
field_73186_p,noiseField
field_73190_f,noiseData4
field_73191_g,noiseData5
field_73192_d,noiseData2
field_73193_e,noiseData3
field_73194_b,noiseGen5
field_73195_c,noiseData1
field_73196_a,noiseGen4
field_73197_n,densities
field_73198_o,biomesForGeneration
field_73199_l,noiseGen3
field_73200_m,endWorld
field_73201_j,noiseGen1
field_73202_k,noiseGen2
field_73204_i,endRNG
field_73208_f,noise2
field_73209_g,noise5
field_73210_d,noise3
field_73211_e,noise1
field_73212_b,noiseGen6
field_73213_c,mobSpawnerNoise
field_73214_a,noiseGen5
field_73215_n,noiseGen3
field_73216_o,noiseGen4
field_73217_l,noiseGen1
field_73218_m,noiseGen2
field_73220_k,rand
field_73221_h,noise6
field_73222_i,parabolicField
field_73223_w,mineshaftGenerator
field_73224_v,villageGenerator
field_73225_u,strongholdGenerator
field_73226_t,caveGenerator
field_73227_s,stoneNoise
field_73228_r,noiseArray
field_73229_q,mapFeaturesEnabled
field_73230_p,worldObj
field_73231_z,biomesForGeneration
field_73232_y,ravineGenerator
field_73233_x,scatteredFeatureGenerator
field_73235_d,worldObj
field_73236_b,chunkMapping
field_73237_c,chunkListing
field_73238_a,blankChunk
field_73244_f,loadedChunkHashMap
field_73245_g,loadedChunks
field_73246_d,currentChunkProvider
field_73247_e,currentChunkLoader
field_73248_b,chunksToUnload
field_73249_c,defaultEmptyChunk
field_73250_a,loadChunkOnProvideRequest
field_73251_h,worldObj
field_73261_d,locationOfBlockChange
field_73262_e,numberOfTilesToUpdate
field_73263_b,playersInChunk
field_73264_c,chunkLocation
field_73265_a,thePlayerManager
field_73286_b,clientPacketIdList
field_73287_r,isChunkDataPacket
field_73288_c,serverPacketIdList
field_73289_q,sentSize
field_73290_p,sentID
field_73291_a,packetClassToIdMap
field_73292_n,receivedID
field_73293_o,receivedSize
field_73294_l,packetIdToClassMap
field_73295_m,creationTimeMillis
field_73296_b,vehicleEntityId
field_73297_a,entityId
field_73298_b,yPosition
field_73299_c,zPosition
field_73300_a,xPosition
field_73301_a,time
field_73305_b,verifyToken
field_73306_c,sharedKey
field_73307_a,sharedSecret
field_73308_d,signLines
field_73309_b,yPosition
field_73310_c,zPosition
field_73311_a,xPosition
field_73312_b,collectorEntityId
field_73313_a,collectedEntityId
field_73314_f,pitch
field_73315_d,zPosition
field_73316_e,yaw
field_73317_b,xPosition
field_73318_c,yPosition
field_73319_a,entityId
field_73325_d,posZ
field_73326_e,destroyedStage
field_73327_b,posX
field_73328_c,posY
field_73329_a,entityId
field_73330_d,actionType
field_73331_e,customParam1
field_73332_b,yPosition
field_73333_c,zPosition
field_73334_a,xPosition
field_73335_f,blockId
field_73336_d,instrumentType
field_73337_e,pitch
field_73338_b,yLocation
field_73339_c,zLocation
field_73340_a,xLocation
field_73341_d,face
field_73342_e,status
field_73343_b,yPosition
field_73344_c,zPosition
field_73345_a,xPosition
field_73357_f,walkSpeed
field_73358_d,isCreativeMode
field_73359_e,flySpeed
field_73360_b,isFlying
field_73361_c,allowFlying
field_73362_a,disableDamage
field_73363_b,isConnected
field_73364_c,ping
field_73365_a,playerName
field_73366_b,state
field_73367_a,entityId
field_73368_a,entityId
field_73369_d,gameType
field_73370_e,terrainType
field_73371_b,difficulty
field_73372_c,worldHeight
field_73373_a,respawnDimension
field_73374_b,effectId
field_73375_a,entityId
field_73379_b,publicKey
field_73380_c,verifyToken
field_73381_a,serverId
field_73382_b,headRotationYaw
field_73383_a,entityId
field_73384_b,itemStack
field_73385_a,slot
field_73386_a,id
field_73387_d,motionZ
field_73388_b,motionX
field_73389_c,motionY
field_73390_a,entityId
field_73392_b,metadata
field_73393_a,entityId
field_73394_b,experienceTotal
field_73395_c,experienceLevel
field_73396_a,experience
field_73398_b,slot
field_73399_c,itemSlot
field_73400_a,entityID
field_73409_f,xOffset
field_73410_g,yOffset
field_73411_d,direction
field_73412_e,itemStack
field_73413_b,yPosition
field_73414_c,zPosition
field_73415_a,xPosition
field_73416_h,zOffset
field_73417_d,duration
field_73418_b,effectId
field_73419_c,effectAmplifier
field_73420_a,entityId
field_73421_d,type
field_73422_e,metadata
field_73423_b,yPosition
field_73424_c,zPosition
field_73425_a,xPosition
field_73426_b,itemStack
field_73427_a,windowId
field_73428_d,slotsCount
field_73429_b,inventoryType
field_73430_c,windowTitle
field_73431_a,windowId
field_73432_a,windowId
field_73433_b,shortWindowId
field_73434_c,accepted
field_73435_a,windowId
field_73436_b,uniqueID
field_73437_c,itemData
field_73438_a,itemID
field_73439_f,holdingShift
field_73440_d,action
field_73441_e,itemStack
field_73442_b,inventorySlot
field_73443_c,mouseClick
field_73444_a,window_Id
field_73445_b,enchantment
field_73446_a,windowId
field_73447_a,forceRespawn
field_73448_d,size
field_73450_b,zPosition
field_73451_c,metadataArray
field_73452_a,xPosition
field_73455_d,serverPort
field_73456_b,username
field_73457_c,serverHost
field_73458_a,protocolVersion
field_73464_d,chatColours
field_73465_e,gameDifficulty
field_73466_b,renderDistance
field_73467_c,chatVisisble
field_73468_a,language
field_73469_b,animate
field_73470_a,entityId
field_73471_b,amount
field_73472_a,statisticId
field_73474_a,text
field_73476_b,message
field_73477_c,isServer
field_73478_a,maxChatLength
field_73490_f,velocityX
field_73491_g,velocityY
field_73492_d,yPosition
field_73493_e,zPosition
field_73494_b,type
field_73495_c,xPosition
field_73496_a,entityId
field_73497_j,pitch
field_73498_k,headYaw
field_73499_h,velocityZ
field_73500_i,yaw
field_73501_t,metadata
field_73502_s,metaData
field_73503_f,title
field_73504_d,zPosition
field_73505_e,direction
field_73506_b,xPosition
field_73507_c,yPosition
field_73508_a,entityId
field_73510_f,rotation
field_73511_g,pitch
field_73512_d,yPosition
field_73513_e,zPosition
field_73514_b,name
field_73515_c,xPosition
field_73516_a,entityId
field_73517_j,metadataWatchableObjects
field_73518_h,currentItem
field_73519_i,metadata
field_73520_f,speedY
field_73521_g,speedZ
field_73522_d,zPosition
field_73523_e,speedX
field_73524_b,xPosition
field_73525_c,yPosition
field_73526_a,entityId
field_73527_h,type
field_73528_i,throwerEntityId
field_73529_d,posZ
field_73530_e,xpValue
field_73531_b,posX
field_73532_c,posY
field_73533_a,entityId
field_73534_d,posZ
field_73535_e,isLightningBolt
field_73536_b,posX
field_73537_c,posY
field_73538_a,entityID
field_73539_f,pitch
field_73540_g,onGround
field_73541_d,stance
field_73542_e,yaw
field_73543_b,yPosition
field_73544_c,zPosition
field_73545_a,xPosition
field_73546_h,moving
field_73547_i,rotating
field_73548_f,pitch
field_73549_g,rotating
field_73550_d,zPosition
field_73551_e,yaw
field_73552_b,xPosition
field_73553_c,yPosition
field_73554_a,entityId
field_73555_f,difficultySetting
field_73556_g,worldHeight
field_73557_d,gameType
field_73558_e,dimension
field_73559_b,terrainType
field_73560_c,hardcoreMode
field_73561_a,clientEntityId
field_73562_h,maxPlayers
field_73563_d,posY
field_73564_e,posZ
field_73565_b,auxData
field_73566_c,posX
field_73567_a,sfxID
field_73574_f,pitch
field_73575_d,effectZ
field_73576_e,volume
field_73577_b,effectX
field_73578_c,effectY
field_73579_a,soundName
field_73585_g,dataLength
field_73586_d,chunkPosZ
field_73587_e,chunkDataBuffer
field_73589_c,chunkPostX
field_73591_h,chunkDataNotCompressed
field_73592_a,randomId
field_73595_f,chunkData
field_73596_g,compressedChunkData
field_73597_d,yChMax
field_73598_e,includeInitialize
field_73599_b,zCh
field_73600_c,yChMin
field_73601_a,xCh
field_73602_h,tempLength
field_73603_i,temp
field_73604_b,targetEntity
field_73605_c,isLeftClick
field_73606_a,playerEntityId
field_73610_f,playerVelocityX
field_73611_g,playerVelocityY
field_73612_d,explosionSize
field_73613_e,chunkPositionRecords
field_73614_b,explosionY
field_73615_c,explosionZ
field_73616_a,explosionX
field_73617_h,playerVelocityZ
field_73618_b,eventType
field_73619_c,gameMode
field_73620_a,clientMessage
field_73621_d,bedZ
field_73623_b,bedX
field_73624_c,bedY
field_73625_a,entityID
field_73626_b,entityStatus
field_73627_a,entityId
field_73628_b,length
field_73629_c,data
field_73630_a,channel
field_73631_a,reason
field_73632_b,progressBar
field_73633_c,progressBarValue
field_73634_a,windowId
field_73635_b,itemSlot
field_73636_c,myItemStack
field_73637_a,windowId
field_73638_b,food
field_73639_c,foodSaturation
field_73640_a,healthMP
field_73661_d,updateTime
field_73662_b,y
field_73663_c,z
field_73664_a,x
field_73672_b,properties
field_73673_c,associatedFile
field_73674_a,logger
field_73692_f,banEndDate
field_73693_g,reason
field_73694_d,banStartDate
field_73695_e,bannedBy
field_73697_c,username
field_73698_a,dateFormat
field_73701_b,sender
field_73702_a,command
field_73713_b,fileName
field_73714_c,listActive
field_73715_a,theBanList
field_73716_a,theServer
field_73725_b,mc
field_73726_c,currentlyDisplayedText
field_73735_i,zLevel
field_73741_f,id
field_73742_g,enabled
field_73743_d,yPosition
field_73744_e,displayString
field_73745_b,height
field_73746_c,xPosition
field_73747_a,width
field_73748_h,drawButton
field_73749_j,mirrored
field_73750_l,idFloat
field_73751_j,sliderValue
field_73752_k,dragging
field_73754_j,enumOptions
field_73755_j,nextPage
field_73770_b,sentMessages
field_73771_c,chatLines
field_73772_a,mc
field_73775_b,mc
field_73776_a,particles
field_73809_f,text
field_73810_g,maxStringLength
field_73811_d,width
field_73812_e,height
field_73813_b,xPos
field_73814_c,yPos
field_73815_a,fontRenderer
field_73816_n,lineScrollOffset
field_73817_o,cursorPosition
field_73818_l,isFocused
field_73819_m,isEnabled
field_73820_j,enableBackgroundDrawing
field_73821_k,canLoseFocus
field_73822_h,cursorCounter
field_73823_s,visible
field_73824_r,disabledColor
field_73825_q,enabledColor
field_73826_p,selectionEnd
field_73837_f,updateCounter
field_73838_g,recordPlaying
field_73839_d,mc
field_73840_e,persistantChatGUI
field_73841_b,itemRenderer
field_73842_c,rand
field_73843_a,prevVignetteBrightness
field_73844_j,recordIsPlaying
field_73845_h,recordPlayingUpFor
field_73850_f,theAchievement
field_73851_g,achievementTime
field_73852_d,achievementGetLocalText
field_73853_e,achievementStatName
field_73854_b,achievementWindowWidth
field_73855_c,achievementWindowHeight
field_73856_a,theGame
field_73857_j,haveAchiement
field_73858_h,itemRender
field_73880_f,width
field_73881_g,height
field_73882_e,mc
field_73883_a,selectedButton
field_73884_l,guiParticles
field_73885_j,allowUserInput
field_73886_k,fontRenderer
field_73887_h,buttonList
field_73888_d,theChatOptions
field_73889_b,theGuiScreen
field_73890_c,theSettings
field_73891_a,allScreenChatOptions
field_73899_c,sentHistoryCursor
field_73900_q,defaultInputFieldText
field_73901_a,inputField
field_73902_p,clickedURI
field_73908_d,buttonId
field_73909_b,parentScreen
field_73910_c,options
field_73911_a,screenTitle
field_73915_D,localizedNewWorldText
field_73916_E,worldTypeId
field_73917_F,ILLEGAL_WORLD_NAMES
field_73918_d,folderName
field_73919_b,textboxWorldName
field_73920_A,gameModeDescriptionLine1
field_73921_c,textboxSeed
field_73922_B,gameModeDescriptionLine2
field_73923_C,seed
field_73924_a,parentGuiScreen
field_73925_n,generateStructures
field_73926_o,commandsAllowed
field_73927_m,gameMode
field_73928_w,buttonGenerateStructures
field_73929_v,moreWorldOptions
field_73930_u,buttonGameMode
field_73931_t,moreOptions
field_73932_s,createClicked
field_73933_r,isHardcore
field_73934_q,bonusItems
field_73935_p,commandsToggled
field_73936_z,buttonAllowCommands
field_73937_y,buttonWorldType
field_73938_x,buttonBonusItems
field_73939_d,buttonText2
field_73940_b,message1
field_73941_c,buttonText1
field_73942_a,parentScreen
field_73943_n,worldNumber
field_73944_m,message2
field_73946_b,copyLinkButtonText
field_73947_a,openLinkWarning
field_73964_d,guiTexturePackSlot
field_73965_b,refreshTimer
field_73966_c,fileLocation
field_73967_a,guiScreen
field_73973_d,buttonResetDemo
field_73974_b,updateCounter
field_73975_c,splashText
field_73976_a,rand
field_73977_n,viewportTexture
field_73978_o,titlePanoramaPaths
field_73979_m,panoramaTimer
field_73980_d,updateCounter
field_73981_b,allowedCharacters
field_73982_c,entitySign
field_73983_a,screenTitle
field_73984_m,editLine
field_73988_b,lines
field_73990_a,updateCounter
field_73991_d,serverTextField
field_73992_b,guiScreen
field_73993_c,theServerData
field_73995_a,cooldownTimer
field_73996_d,newServerData
field_73997_b,serverAddress
field_73998_c,serverName
field_73999_a,parentGui
field_74000_b,message2
field_74001_a,message1
field_74022_d,serverSlotContainer
field_74023_b,lock
field_74025_c,parentScreen
field_74026_B,listofLanServers
field_74027_a,threadsPending
field_74028_n,selectedServer
field_74030_m,internetServerList
field_74031_w,theServerData
field_74032_v,lagTooltip
field_74033_u,directClicked
field_74034_t,editClicked
field_74035_s,addClicked
field_74036_r,deleteClicked
field_74037_q,buttonDelete
field_74038_p,buttonSelect
field_74039_z,ticksOpened
field_74040_y,localServerFindThread
field_74041_x,localNetworkServerList
field_74044_d,theGameSettings
field_74045_b,updateTimer
field_74046_c,languageList
field_74047_a,parentGui
field_74048_m,doneButton
field_74049_b,updateCounter
field_74050_a,updateCounter2
field_74051_d,options
field_74052_b,relevantOptions
field_74053_c,parentScreen
field_74054_a,screenTitle
field_74055_b,theGuiTextField
field_74056_c,worldName
field_74057_a,parentGuiScreen
field_74074_d,selected
field_74075_b,screenTitle
field_74076_c,dateFormatter
field_74077_a,parentScreen
field_74078_n,saveList
field_74079_o,worldSlotContainer
field_74080_m,selectedWorld
field_74081_v,buttonRename
field_74082_u,buttonSelect
field_74083_t,buttonDelete
field_74084_s,deleting
field_74085_r,localizedGameModeText
field_74086_q,localizedMustConvertText
field_74087_p,localizedWorldText
field_74089_d,gameMode
field_74090_b,buttonAllowCommandsToggle
field_74091_c,buttonGameMode
field_74092_a,parentScreen
field_74093_m,allowCommands
field_74097_b,snooperGameSettings
field_74099_p,buttonAllowSnooping
field_74100_a,snooperGuiScreen
field_74102_o,snooperList
field_74103_m,snooperTitle
field_74104_d,is64bit
field_74105_b,parentGuiScreen
field_74106_c,guiGameSettings
field_74107_a,screenTitle
field_74108_m,videoOptions
field_74111_d,mouseY
field_74112_b,achievementsPaneHeight
field_74113_c,mouseX
field_74114_a,achievementsPaneWidth
field_74116_o,guiMapX
field_74118_w,isMouseButtonDown
field_74119_v,guiMapRight
field_74120_u,guiMapBottom
field_74121_t,guiMapLeft
field_74122_s,guiMapTop
field_74125_p,guiMapY
field_74126_x,statFileWriter
field_74150_d,slotGeneral
field_74151_b,statsTitle
field_74152_c,renderItem
field_74153_p,selectedSlot
field_74154_a,parentGui
field_74155_n,slotBlock
field_74156_o,statFileWriter
field_74157_m,slotItem
field_74166_d,bookModified
field_74167_b,itemstackBook
field_74168_c,bookIsUnsigned
field_74169_a,editingPlayer
field_74170_n,updateCount
field_74171_o,bookImageWidth
field_74172_m,editingTitle
field_74173_w,buttonDone
field_74174_v,buttonPreviousPage
field_74175_u,buttonNextPage
field_74176_t,bookTitle
field_74177_s,bookPages
field_74178_r,currPage
field_74179_q,bookTotalPages
field_74180_p,bookImageHeight
field_74181_z,buttonCancel
field_74182_y,buttonFinalize
field_74183_x,buttonSign
field_74193_d,inventorySlots
field_74194_b,xSize
field_74195_c,ySize
field_74196_a,itemRenderer
field_74197_n,guiTop
field_74198_m,guiLeft
field_74200_r,currentRecipeIndex
field_74201_q,previousRecipeButtonIndex
field_74202_p,nextRecipeButtonIndex
field_74203_o,theIMerchant
field_74204_o,furnaceInventory
field_74206_w,bookModel
field_74207_v,theItemStack
field_74215_y,containerEnchantment
field_74216_x,rand
field_74217_o,brewingStand
field_74218_q,inventoryRows
field_74219_p,lowerChestInventory
field_74220_o,upperChestInventory
field_74224_p,ySize_lo
field_74225_o,xSize_lo
field_74236_u,backupContainerSlots
field_74237_t,searchField
field_74238_s,wasClicking
field_74239_r,isScrolling
field_74240_q,currentScroll
field_74241_p,selectedTabIndex
field_74242_o,inventory
field_74243_b,netClientHandlerWebTextures
field_74244_a,texturePackName
field_74246_b,errorDetail
field_74248_a,errorMessage
field_74258_b,cancelled
field_74259_a,clientHandler
field_74260_b,updateCounter
field_74261_a,netHandler
field_74262_d,noMoreProgress
field_74263_b,workingMessage
field_74264_c,currentProgress
field_74265_a,progressMessage
field_74267_a,mcServer
field_74270_a,mcServer
field_74272_a,mcServer
field_74274_a,mcServer
field_74276_f,lastHRTime
field_74277_g,lastSyncSysClock
field_74278_d,timerSpeed
field_74279_e,elapsedPartialTicks
field_74280_b,elapsedTicks
field_74281_c,renderPartialTicks
